form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00386029,EB76977,,,PAC,"Wilson for Louisiana, LLC",,,,,,P.O. Box 4572,,Baton Rouge,LA,70821,,,2023-03-15,5000.00,,,011,,"Wilson for Louisiana, LLC",,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB76981,,,PAC,Michael Owen Campaign,,,,,,1722 NW 80th Blvd. Suite 90,,Gainesville,FL,32606,,,2023-03-20,1000.00,,,011,,Michael Owen Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB76982,,,PAC,Common Sense Conservatives,,,,,,"115 East Park Avenue, Suite 1",,Tallahassee,FL,32301,,,2023-03-21,1500.00,,,011,,Common Sense Conservatives,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB76993,,,PAC,Committee to Elect Jim Brewster,,,,,,455 29th Street,,Mckeesport,PA,15132,,,2023-03-22,-1000.00,,Void Check - Not Negotiated,011,,Committee to Elect Jim Brewster,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB76995,,,PAC,Common Voices,,,,,,"6618 South Dixie Highway, #148",,Miami,FL,33143,,,2023-03-22,-5000.00,,Void Check - Not Negotiated,011,,Common Voices,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB76983,,,PAC,Cornell Robertson for County Engineer,,,,,,865 Macon Alley,,Columbus,OH,43206,,,2023-03-22,500.00,,,011,,Cornell Robertson for County Engineer,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB76985,,,PAC,Friends of LaWana Mayfield,,,,,,P.O. Box 668493,,Charlotte,NC,28266,,,2023-03-22,-1000.00,,Void Check - Not Negotiated,011,,Friends of LaWana Mayfield,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB76997,,,PAC,Friends of Tim Moore,,,,,,305 E King St.,,Kings Mountain,NC,28086,,,2023-03-22,-3500.00,,Void Check - Not Negotiated,011,,Friends of Tim Moore,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB76991,,,PAC,Haubert for Supervisor 2024,,,,,,9458 Treelake Road,,Granite Bay,CA,95746,,,2023-03-22,-250.00,,Void Check - Not Negotiated,011,,Haubert for Supervisor 2024,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB76987,,,PAC,"Kemp for Governor, Inc.",,,,,,P.O. Box 5486,,Athens,GA,30604,,,2023-03-22,-4100.00,,Void Check - Not Negotiated,011,,"Kemp for Governor, Inc.",,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB76990,,,PAC,Laura Kelly for Kansas,,,,,,P.O. Box 2098,,Topeka,KS,66601,,,2023-03-22,-2000.00,,Void Check - Not Negotiated,011,,Laura Kelly for Kansas,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB76994,,,PAC,Matt Dorsey for Supervisor 2022,,,,,,"393 7th Avenue, Suite 301",,San Francisco,CA,94118,,,2023-03-22,-250.00,,Void Check - Not Negotiated,011,,Matt Dorsey for Supervisor 2022,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB76998,,,PAC,Sarah for Governor,,,,,,PO Box 26340,,Little Rock,AR,72221,,,2023-03-22,-2700.00,,Void Check - Not Negotiated,011,,Sarah for Governor,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB76996,,,PAC,Senate Republican Leadership Committee,,,,,,PO Box 571,,Topeka,KS,66601,,,2023-03-22,-1000.00,,Void Check - Not Negotiated,011,,Senate Republican Leadership Committee,,,,,,,,,,,,,,,,,
SB29,C00386029,EB76992,,,PAC,Tano Tijerina Campaign,,,,,,"5810 San Bernardo, Suite 101",,Laredo,TX,78045,,,2023-03-22,-1000.00,,Void Check - Not Negotiated,011,,Tano Tijerina Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB76986,,,PAC,The Tariq Scott Bokhari Committee,,,,,,3320 Sharon Rd,,Charlotte,NC,28211,,,2023-03-22,-1000.00,,Void Check - Not Negotiated,011,,The Tariq Scott Bokhari Committee,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB76999,,,PAC,Williamson County Republican Party,,,,,,P.O. Box 393,,Round Rock,TX,78680,,,2023-03-22,8500.00,,,011,,Williamson County Republican Party,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB76984,,,PAC,Williamson County Republican Party,,,,,,P.O. Box 393,,Round Rock,TX,78680,,,2023-03-22,-8500.00,,Void Check - Not Negotiated,011,,Williamson County Republican Party,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB77001,,,PAC,Satya for Madison,,,,,,2642 Hoard Street,,Madison,WI,53704,,,2023-03-24,1000.00,,,011,,Satya for Madison,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB77004,,,PAC,Adrian Garcia Campaign,,,,,,P.O. Box 56386,,Houston,TX,77256,,,2023-03-27,10000.00,,,011,,Adrian Garcia Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB77002,,,PAC,Clint Cointment Campaign,,,,,,11411 Bon Terre Blvd,,Gonzales,LA,70737,,,2023-03-27,1000.00,,,011,,Clint Cointment Campaign,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB77003,,,PAC,Vallas for Mayor,,,,,,"3017 Normal Ave, 2nd Fl.",,Chicago,IL,60616,,,2023-03-27,1500.00,,,011,,Vallas for Mayor,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB77008,,,PAC,Andy Beshear for Governor,,,,,,P.O. Box 4278,,Louisville,KY,40204,,,2023-03-31,1000.00,,,011,,Andy Beshear for Governor,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB77009,,,PAC,Committee to Elect Deidre Henderson,,,,,,462 West Rivercross Road,,Spanish Fork,UT,84660,,,2023-03-31,2500.00,,,011,,Committee to Elect Deidre Henderson,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB77006,,,PAC,Rebranding Politics,,,,,,2929 SW 3rd Avenue; 220,,Miami,FL,33129,,,2023-03-31,5000.00,,,011,,Rebranding Politics,,Committee,Non-Federal,,,,,,,,,,,,,,
SB29,C00386029,EB77007,,,PAC,Rodney Ellis Campaign,,,,,,P.O. Box 4187,,Houston,TX,77210,,,2023-03-31,2500.00,,,011,,Rodney Ellis Campaign,,Committee,Non-Federal,,,,,TX,,,,,,,,,
