form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00076299,87986625,,,COM,Friends of Sue Rezin,,,,,,PO Box 932,,Morris,IL,60450,,,2023-11-08,250.00,0.00,"Sue Rezin, STATE SENATE  IL",011,,,,Rezin,Sue,,,,,,,,,,,,,,"Sue Rezin, STATE SENATE  IL"
SB29,C00076299,87986626,,,COM,"Citizens for Marcus C. Evans, Jr.",,,,,,PO Box 641514,,Chicago,IL,60664,,,2023-11-08,250.00,0.00,"Marcus Evans, State Representative 33rd IL",011,,,,Evans,Marcus,C.,,Jr.,,,,,,,,,,,"Marcus Evans, State Representative 33rd IL"
SB29,C00076299,88072840,,,COM,Friends of Bill Cunningham,,,,,,10037 S. Bell,,Chicago,IL,60643,,,2023-11-30,1000.00,0.00,"Bill Cunningham, STATE SENATE 18th IL",011,,,,Cunningham,Bill,,,,,,,,,,,,,,"Bill Cunningham, STATE SENATE 18th IL"
SB29,C00076299,88072842,,,COM,Citizens for Castro,,,,,,PO Box 1506,,Elgin,IL,60121,,,2023-11-30,250.00,0.00,"Cristina Castro, STATE SENATE  IL",011,,,,Castro,Cristina,,,,,,,,,,,,,,"Cristina Castro, STATE SENATE  IL"
SB29,C00076299,88082453,,,COM,Friends of Omar Aquino,,,,,,1000 N. Rockwell,,Chicago,IL,60622,,,2023-11-30,250.00,0.00,"Omar Aquino, STATE SENATE 2nd IL",011,,,,Aquino,Omar,,,,,,,,,,,,,,"Omar Aquino, STATE SENATE 2nd IL"
SB29,C00076299,88082454,,,COM,Citizens for Lightford,,,,,,PO Box 7824,,Westchester,IL,60154,,,2023-11-30,250.00,0.00,"Kimberley Lightford, STATE SENATE 4th IL",011,,,,Lightford,Kimberley,,,,,,,,,,,,,,"Kimberley Lightford, STATE SENATE 4th IL"
SB29,C00076299,88082456,,,COM,Friends of Theresa Mah,,,,,,3500 N. Lakewood #3S,,Chicago,IL,60657,,,2023-11-30,250.00,0.00,"Theresa Mah, State Representative 24th IL",011,,,,Mah,Theresa,,,,,,,,,,,,,,"Theresa Mah, State Representative 24th IL"
SB29,C00076299,88082457,,,COM,Citizens for Laura Murphy,,,,,,PO Box 13,,Des Plaines,IL,60016,,,2023-11-30,250.00,0.00,"Laura Murphy, STATE SENATE 28th IL",011,,,,Murphy,Laura,,,,,,,,,,,,,,"Laura Murphy, STATE SENATE 28th IL"
SB29,C00076299,88082508,,,COM,Anderson for Illinois,,,,,,"4343 16th St., #300",,Moline,IL,61265,,,2023-11-30,250.00,0.00,"Neil Anderson, STATE SENATE 47th IL",011,,,,Anderson,Neil,,,,,,,,,,,,,,"Neil Anderson, STATE SENATE 47th IL"
SB29,C00076299,88082509,,,COM,Friends of Ryan Spain,,,,,,PO Box 1575,,Peoria,IL,61655,,,2023-11-30,500.00,0.00,"Ryan Spain, State Representative 73rd IL",011,,,,Spain,Ryan,,,,,,,,,,,,,,"Ryan Spain, State Representative 73rd IL"
SB29,C00076299,88082510,,,COM,Friends of Jeff Keicher,,,,,,PO Box 477,,Sycamore,IL,60178,,,2023-11-30,500.00,0.00,"Jeff Keicher, State Representative 70th IL",011,,,,Keicher,Jeff,,,,,,,,,,,,,,"Jeff Keicher, State Representative 70th IL"
SB29,C00076299,88082511,,,COM,Citizens for Amy Elik,,,,,,PO Box 205,,Alton,IL,62002,,,2023-11-30,250.00,0.00,"Amy Elik, State Representative 111th IL",011,,,,Elik,Amy,,,,,,,,,,,,,,"Amy Elik, State Representative 111th IL"
SB29,C00076299,88082513,,,COM,Citizens for Elizabeth Hernandez,,,,,,PO Box 50777,,Cicero,IL,60804,,,2023-11-30,1000.00,0.00,"Elizabeth Hernandez, State Representative 2nd IL",011,,,,Hernandez,Elizabeth,,,,,,,,,,,,,,"Elizabeth Hernandez, State Representative 2nd IL"
SB29,C00076299,88082514,,,COM,Citizens for Patrick Windhorst,,,,,,PO Box 763,,Metropolis,IL,62960,,,2023-11-30,250.00,0.00,"Patrick Windhorst, State Representative 117th IL",011,,,,Windhorst,Patrick,,,,,,,,,,,,,,"Patrick Windhorst, State Representative 117th IL"
SB29,C00076299,88082515,,,COM,Committee to Elect Jay Hoffman,,,,,,PO Box 134,,Collinsville,IL,62234,,,2023-11-30,750.00,0.00,"Jay Hoffman, State Representative 113th IL",011,,,,Hoffman,Jay,,,,,,,,,,,,,,"Jay Hoffman, State Representative 113th IL"
SB29,C00076299,88082516,,,COM,Friends of Aaron Ortiz,,,,,,PO Box 32213,,Chicago,IL,60632,,,2023-11-30,250.00,0.00,"Aaron Ortiz, State Representative 1st IL",011,,,,Ortiz,Aaron,,,,,,,,,,,,,,"Aaron Ortiz, State Representative 1st IL"
SB29,C00076299,88082517,,,COM,Friends of Sally Turner,,,,,,PO Box 124,,Elkhart,IL,62634,,,2023-11-30,250.00,0.00,"Sally Turner, STATE SENATE 44th IL",011,,,,Turner,Sally,,,,,,,,,,,,,,"Sally Turner, STATE SENATE 44th IL"
SB29,C00076299,88082518,,,COM,Friends of Eva Dina Delgado,,,,,,2441 N. St. Louis,,Chicago,IL,60647,,,2023-11-30,750.00,0.00,"Eva Delgado, State Representative 3rd IL",011,,,,Delgado,Eva,Dina,,,,,,,,,,,,,"Eva Delgado, State Representative 3rd IL"
SB29,C00076299,88120759,,,COM,Friends for Celina Villanueva,,,,,,"4140 S. Archer, Ste. N",,Chicago,IL,60632,,,2023-12-12,2000.00,0.00,"Celina Villanueva, STATE SENATE 12th IL",011,,,,Villanueva,Celina,,,,,,,,,,,,,,"Celina Villanueva, STATE SENATE 12th IL"
SB29,C00076299,88143246,,,COM,Friends of Robert Martwick,,,,,,PO Box 64298,,Chicago,IL,60664,,,2023-12-14,250.00,0.00,"Robert Martwick, STATE SENATE 10th IL",011,,,,Martwick,Robert,,,,,,,,,,,,,,"Robert Martwick, STATE SENATE 10th IL"
