form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB23,C00361758,E1004A3E2D224784286,,,CCM,Barragan For Congress,,,,,,1840 SOUTH GAFFEY STREET #421,,SAN PEDRO,CA,90731,G2024,,2024-09-25,1000.00,,2024 General,011,C00577353,Barragan,H6CA44103,Barragan,Nanette,Diaz,,,H,CA,44,,,,,,,,
SB23,C00361758,DDCDFFABD5FF1C8EC78,,,CCM,Beatty For Congress,,,,,,222 E Town St,Fl 2W,Columbus,OH,43215,G2024,,2024-09-18,1000.00,,2024 General,011,C00507368,Beatty,H2OH03125,Beatty,Joyce,,,,H,OH,03,,,,,,,,
SB23,C00361758,C6D152DB01B558BE70C,,,CCM,Beth Van Duyne For Congress,,,,,,PO Box 630167,,Irving,TX,75063,G2024,,2024-09-18,4500.00,,2024 General,011,C00714865,Van Duyne,H0TX24209,Van Duyne,Elizabeth,Ann,,,H,TX,24,,,,,,,,
SB23,C00361758,89D6120579E15397A97,,,PAC,Bluegrass Committee,,,,,,228 S Washington St,Ste 115,Alexandria,VA,22314,O2024,Contribution,2024-09-25,5000.00,,2024 Contribution,011,C00235655,Bluegrass Committee,,,,,,,,,,,,,,,,,
SB23,C00361758,89DA2AF9F4CA030DA93,,,CCM,Brad Knott For Congress,,,,,,PO Box 97275,,Raleigh,NC,276247275,G2024,,2024-09-25,1500.00,,2024 General,011,C00855361,Knott,H4NC13116,Knott,Brad,,,,H,NC,13,,,,,,,,
SB23,C00361758,FE8BE625F7A29B2F461,,,PAC,Bringing Republican Excellence to Town PAC,,,,,,PO Box 22401,,Louisville,KY,402520401,O2024,Contribution,2024-09-25,4500.00,,2024 Contribution,011,C00483487,Bringing Republican Excellence to Town PAC,,,,,,,,,,,,,,,,,
SB23,C00361758,E7935DB1688415967C1,,,PAC,Building Up Democracy's Dream,,,,,,PO Box 97275,,Raleigh,NC,27624,O2024,Contribution,2024-09-10,1500.00,,2024 Contribution,011,C00834507,Building Up Democracy's Dream,,,,,,,,,,,,,,,,,
SB23,C00361758,D85A1F9862A4FC0E1A5,,,PAC,Ca Luv PAC (CALIFORNIA LEADERSHIP UNITED FOR VICTORY PAC),,,,,,499 S Capitol St SW,Ste 420,Washington,DC,20003,O2024,Contribution,2024-09-18,4500.00,,2024 Contribution,011,C00573709,Ca Luv PAC (CALIFORNIA LEADERSHIP UNITED FOR VICTORY PAC),,,,,,,,,,,,,,,,,
SB23,C00361758,B20BFF5B9EFD1E05E8A,,,CCM,Chrissy Houlahan For Congress,,,,,,PO Box 222,,Devon,PA,19333,G2024,,2024-09-25,1000.00,,2024 General,011,C00637371,Houlahan,H8PA06087,Houlahan,Christina,J.,,,H,PA,06,,,,,,,,
SB23,C00361758,119EDEE786661EC1AB3,,,CCM,"Chuck Fleischmann For Congress Committee, Inc.",,,,,,PO Box 11091,,Chattanooga,TN,37401,G2024,,2024-09-25,1000.00,,2024 General,011,C00461822,Fleischmann,H0TN03254,Fleischmann,Charles,J.,,,H,TN,03,,,,,,,,
SB23,C00361758,1C4AC7983F31C84FC31,,,CCM,Clarke For Congress,,,,,,PO Box 250200,,Brooklyn,NY,11225,G2024,,2024-09-18,3500.00,,2024 General,011,C00415331,Clarke,H4NY11138,Clarke,Yvette,Diana,,,H,NY,09,,,,,,,,
SB23,C00361758,B27941EAE84B016480A,,,CCM,Connolly For Congress,,,,,,PO Box 563,,Merrifield,VA,22116,G2024,,2024-09-18,1000.00,,2024 General,011,C00445452,Connolly,H8VA11062,Connolly,Gerald,E.,,,H,VA,11,,,,,,,,
SB23,C00361758,7055350BEEB559786BB,,,CCM,Courtney For Congress,,,,,,PO Box 1372,,Vernon,CT,06066,G2024,,2024-09-10,1000.00,,2024 General,011,C00410233,Courtney,H2CT02112,Courtney,Joseph,D.,,,H,CT,02,,,,,,,,
SB23,C00361758,5BD807EAA881F548A88,,,CCM,Darrell Issa For Congress,,,,,,9070 Irvine Center Dr,Ste 150,Irvine,CA,92618,G2024,,2024-09-25,1500.00,,2024 General,011,C00721332,Issa,H0CA48024,Issa,Darrell,Edward,,,H,CA,48,,,,,,,,
SB23,C00361758,368CFB295AF6F4DE19E,,,CCM,Darren Soto For Congress,,,,,,PO Box 421349,,Kissimmee,FL,34742,G2024,,2024-09-25,1000.00,,2024 General,011,C00581074,Soto,H6FL09179,Soto,Darren,Michael,,,H,FL,09,,,,,,,,
SB23,C00361758,V01DE039D42371207D53,,,ORG,Davey Consulting LLC,,,,,,322 17th Street NE,,Washington,DC,20002,G2024,,2024-09-18,500.00,,T-PAC,011,C00516047,Angus King For U.S. Senate Campaign,S2ME00109,King,Angus,Stanley,,Jr.,S,ME,,,,,,,,,In-Kind
SB23,C00361758,VACD80640CDBDC17CA2E,,,ORG,Davey Consulting LLC,,,,,,322 17th Street NE,,Washington,DC,20002,G2024,,2024-09-18,500.00,,T-PAC - Clarke,011,C00415331,Clarke For Congress,H4NY11138,Clarke,Yvette,Diana,,,H,NY,09,,,,,,,,In-Kind
SB23,C00361758,VAE9D85E4B7BF083F5BB,,,ORG,Davey Consulting LLC,,,,,,322 17th Street NE,,Washington,DC,20002,G2024,,2024-09-18,500.00,,T-PAC Aguilar,011,C00510461,Pete Aguilar For Congress,H2CA31125,Aguilar,Peter,Ray,,,H,CA,33,,,,,,,,In-Kind
SB23,C00361758,A129673F132E55E3A25,,,CCM,David Scott For Congress,,,,,,PO Box 960821,,Riverdale,GA,30296,G2024,,2024-09-18,1000.00,,2024 General,011,C00369801,Scott,H2GA13012,Scott,David,Albert,,,H,GA,13,,,,,,,,
SB23,C00361758,F80DD98020ADF024221,,,CCM,Debbie Dingell For Congress,,,,,,PO Box 972480,,Ypsilanti,MI,48197,G2024,,2024-09-18,1000.00,,2024 General,011,C00558213,Dingell,H4MI12079,Dingell,Deborah,Ann,,,H,MI,06,,,,,,,,
SB23,C00361758,A48FDE5BF4AA3BA2298,,,CCM,Deborah Ross For Congress,,,,,,PO Box 28258,,Raleigh,NC,27611,G2024,,2024-09-10,2500.00,,2024 General,011,C00729277,Ross,H0NC02125,Ross,Deborah,K.,,,H,NC,02,,,,,,,,
SB23,C00361758,607F4AF479CC9B26E25,,,CCM,Donald Norcross For Congress,,,,,,PO Box 160,,Collingswood,NJ,08108,G2024,,2024-09-18,1000.00,,2024 General,011,C00558320,Norcross,H4NJ01084,Norcross,Donald,W.,,,H,NJ,01,,,,,,,,
SB23,C00361758,46D85DCAADE62155D56,,,CCM,Dwight Evans For Congress,,,,,,PO Box 6578,,Philadelphia,PA,19138,G2024,,2024-09-18,1000.00,,2024 General,011,C00591065,Evans,H6PA02171,Evans,Dwight,,,,H,PA,03,,,,,,,,
SB23,C00361758,B6CBBFB85E19FF39919,,,PAC,Electing Majority Making Effective Republicans PAC,,,,,,PO Box 183,,Anoka,MN,55303,O2024,Contribution,2024-09-25,3500.00,,2024 Contribution,011,C00592089,Electing Majority Making Effective Republicans PAC,,,,,,,,,,,,,,,,,
SB23,C00361758,3DAD0A0242F27CCE48D,,,PAC,Forward Together PAC,,,,,,611 Pennsylvania Ave SE,NUM 143,Washington,DC,20003,O2024,Contribution,2024-09-18,5000.00,,2024 Contribution,011,C00412791,Forward Together PAC,,,,,,,,,,,,,,,,,
SB23,C00361758,CB41A8525CA86716F6D,,,CCM,Friends For Gregory Meeks,,,,,,153-01 JAMAICA AVENUE,SUITE 205,JAMAICA,NY,11432,G2024,,2024-09-18,1000.00,,2024 General,011,C00430991,Meeks,H8NY06048,Meeks,Gregory,Weldon,,,H,NY,05,,,,,,,,
SB23,C00361758,A5AE36DA69C156FAAB4,,,CCM,Friends Of Don Beyer,,,,,,2503D N Harrison St,# 310,Arlington,VA,22207,G2024,,2024-09-25,1000.00,,2024 General,011,C00555888,Beyer,H4VA08224,Beyer,Donald,S.,,Jr.,H,VA,08,,,,,,,,
SB23,C00361758,180F0E3285E916D56F9,,,CCM,Friends Of Jahana Hayes,,,,,,PO Box 1487,,Waterbury,CT,06721,G2024,,2024-09-10,1000.00,,2024 General,011,C00677898,Hayes,H8CT05245,Hayes,Jahana,,,,H,CT,05,,,,,,,,
SB23,C00361758,F0E576C583DB37ADF1D,,,CCM,Friends Of Lucy McBath,,,,,,2221 Peachtree Rd NE,Ste D,Atlanta,GA,30309,G2024,,2024-09-18,1000.00,,2024 General,011,C00672295,McBath,H8GA06393,McBath,Lucy,K.,,,H,GA,06,,,,,,,,
SB23,C00361758,87420AD834BD826B157,,,CCM,Friends Of Sherrod Brown,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,20003,G2024,,2024-09-18,1500.00,,2024 General,011,C00264697,Brown,S6OH00163,Brown,Sherrod,Campbell,,,S,OH,,,,,,,,,
SB23,C00361758,18F10166299AE21662E,,,CCM,Gabe Amo For Congress,,,,,,PO Box 40457,,Providence,RI,02940,G2024,,2024-09-18,1000.00,,2024 General,011,C00838060,Amo,H4RI01265,Amo,Gabriel,F.,,,H,RI,01,,,,,,,,
SB23,C00361758,1C8818DE7C56CEB3D43,,,CCM,Gabe Vasquez For Congress,,,,,,PO Box L,,Mesilla,NM,88046,G2024,,2024-09-25,1000.00,,2024 General,011,C00789404,Vasquez,H2NM02191,Vasquez,Gabe,,,,H,NM,02,,,,,,,,
SB23,C00361758,DA58EC6CD34456F806E,,,CCM,Gallego For Arizona,,,,,,PO Box 1710,,Phoenix,AZ,85001,G2024,,2024-09-25,2000.00,,2024 General,011,C00558627,Gallego,S4AZ00139,Gallego,Ruben,M.,,,S,AZ,,,,,,,,,
SB23,C00361758,F1F0710E01ACDF84004,,,CCM,Grace For New York,,,,,,PO Box 656555,,Fresh Meadows,NY,11365,G2024,,2024-09-25,1000.00,,2024 General,011,C00516666,Meng,H2NY06116,Meng,Grace,,,,H,NY,06,,,,,,,,
SB23,C00361758,9E4DFCC6887908A16DB,,,CCM,Himes For Congress,,,,,,857 Post Rd,# 312,Fairfield,CT,06824,G2024,,2024-09-25,1000.00,,2024 General,011,C00434191,Himes,H8CT04172,Himes,James,Andrew,,,H,CT,04,,,,,,,,
SB23,C00361758,A4316754778EAD8C27E,,,CCM,Huffman For Congress,,,,,,PO Box 664,,Petaluma,CA,94953,G2024,,2024-09-18,1000.00,,2024 General,011,C00536680,Huffman,H2CA06259,Huffman,Jared,William,,,H,CA,02,,,,,,,,
SB23,C00361758,B03D5CB1AE38628B7E0,,,CCM,Jared Moskowitz For Congress,,,,,,PO Box 8784,,Coral Springs,FL,33065,G2024,,2024-09-10,1000.00,,2024 General,011,C00807628,Moskowitz,H2FL22171,Moskowitz,Jared,Evan,,,H,FL,23,,,,,,,,
SB23,C00361758,8BE1815DE145797BF44,,,CCM,Jay Obernolte For Congress,,,,,,824 S Milledge Ave,Ste 101,Athens,GA,30605,G2024,,2024-09-18,1000.00,,2024 General,011,C00720078,Obernolte,H0CA08135,Obernolte,Jay,,,,H,CA,23,,,,,,,,
SB23,C00361758,33B47FDD989569B2D46,,,CCM,Jimmy Gomez For Congress,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,20003,G2024,,2024-09-25,2500.00,,2024 General,011,C00629659,Gomez,H8CA34266,Gomez,Jimmy,,,,H,CA,34,,,,,,,,
SB23,C00361758,C5B5F43FD83487E1D17,,,CCM,Jimmy Panetta For Congress,,,,,,PO Box 103,,Carmel Valley,CA,93924,G2024,,2024-09-25,1000.00,,2024 General,011,C00592154,Panetta,H6CA20152,Panetta,James,V.,,,H,CA,19,,,,,,,,
SB23,C00361758,48235921BDC0F877943,,,CCM,Joe Neguse For Congress,,,,,,PO Box 7142,,Boulder,CO,80306,G2024,,2024-09-18,1000.00,,2024 General,011,C00648253,Neguse,H8CO02160,Neguse,Joe,,,,H,CO,02,,,,,,,,
SB23,C00361758,8946923E67A6BFA6A3F,,,CCM,Josh Gottheimer For Congress,,,,,,PO Box 584,,Ridgewood,NJ,07451,G2024,,2024-09-25,1000.00,,2024 General,011,C00573949,Gottheimer,H6NJ05171,Gottheimer,Joshua,S.,,,H,NJ,05,,,,,,,,
SB23,C00361758,73AD167339E5DCE0DB1,,,CCM,Julia Brownley For Congress,,,,,,PO Box 2018,,Thousand Oaks,CA,91358,G2024,,2024-09-10,1000.00,,2024 General,011,C00513077,Brownley,H2CA00120,Brownley,Julia,,,,H,CA,26,,,,,,,,
SB23,C00361758,DB7B1319CDDA7784D7F,,,CCM,Katherine Clark For Congress,,,,,,600 Pennsylvania Ave SE,Unit 15180,Washington,DC,20003,G2024,,2024-09-18,5000.00,,2024 General,011,C00541888,Clark,H4MA05084,Clark,Katherine,M.,,,H,MA,05,,,,,,,,
SB23,C00361758,CCE22E72939FB64387E,,,CCM,Kean For Congress Inc,,,,,,PO Box 999,,Edison,NJ,08818,G2024,,2024-09-25,1000.00,,2024 General,011,C00703058,Kean,H0NJ07261,Kean,Thomas,H.,,Jr.,H,NJ,07,,,,,,,,
SB23,C00361758,B0098133BA0683376F4,,,CCM,Kelly For Congress,,,,,,PO Box 7092,,Tupelo,MS,38802,G2024,,2024-09-25,1500.00,,2024 General,011,C00573980,Kelly,H6MS01131,Kelly,J. Trent,,,,H,MS,01,,,,,,,,
SB23,C00361758,28427782BBC5D8E7641,,,CCM,Ken Calvert For Congress Committee,,,,,,PO Box 2438,,Corona,CA,92878,G2024,,2024-09-25,1000.00,,2024 General,011,C00257337,Calvert,H2CA37023,Calvert,Kenneth,S.,,,H,CA,41,,,,,,,,
SB23,C00361758,B61A0E1C12C56708C72,,,CCM,Kiggans For Congress,,,,,,PO Box 5042,,Virginia Beach,VA,23471,G2024,,2024-09-10,1000.00,,2024 General,011,C00776120,Kiggans,H2VA02064,Kiggans,Jennifer,A.,,,H,VA,02,,,,,,,,
SB23,C00361758,00B2287894549447D3C,,,CCM,Larson For Congress,,,,,,PO Box 261172,,Hartford,CT,061261172,G2024,,2024-09-25,2000.00,,2024 General,011,C00330142,Larson,H8CT01046,Larson,John,Barry,,,H,CT,01,,,,,,,,
SB23,C00361758,41D4F22784258866E6A,,,PAC,Leadership And Accountability Are National Keys PAC,,,,,,PO Box 1639,,Bethany,OK,73008,O2024,Contribution,2024-09-25,1500.00,,2024 Contribution,011,C00492058,Leadership And Accountability Are National Keys PAC,,,,,,,,,,,,,,,,,
SB23,C00361758,99CE2409CD20DABA60C,,,CCM,Lois Frankel For Congress,,,,,,PO Box 480503,,Delray Beach,FL,33446,G2024,,2024-09-25,1000.00,,2024 General,011,C00494856,Frankel,H2FL14053,Frankel,Lois,Jane,,,H,FL,22,,,,,,,,
SB23,C00361758,D108143AE5A113D0165,,,CCM,Mann For Congress,,,,,,PO Box 1084,,Salina,KS,674021084,G2024,,2024-09-25,1000.00,,2024 General,011,C00460659,Mann,H0KS01123,Mann,Tracey,Robert,,,H,KS,01,,,,,,,,
SB23,C00361758,0B64FFF840E8CD3E6AE,,,CCM,Martin Heinrich For Senate,,,,,,PO Box 25763,,Albuquerque,NM,87125,G2024,,2024-09-25,2000.00,,2024 General,011,C00434563,Heinrich,S2NM00088,Heinrich,Martin,,,,S,NM,,,,,,,,,
SB23,C00361758,1CD3376CC1C4EDF5016,,,CCM,Matsui For Congress,,,,,,PO Box 1738,,Sacramento,CA,95812,G2024,,2024-09-18,1500.00,,2024 General,011,C00409219,Matsui,H6CA05195,Matsui,Doris,O.,,,H,CA,07,,,,,,,,
SB23,C00361758,DA12B381839AE5AD94E,,,CCM,McClellan For Congress,,,,,,PO Box 818,,Richmond,VA,23218,G2024,,2024-09-18,2500.00,,2024 General,011,C00829812,McClellan,H4VA04066,McClellan,Jennifer,L.,,,H,VA,04,,,,,,,,
SB23,C00361758,3512A08020D28F98CBA,,,CCM,Menendez For Congress,,,,,,123 Town Square Pl,# 515,Jersey City,NJ,07310,G2024,,2024-09-25,1000.00,,2024 General,011,C00799767,Menendez,H2NJ08232,Menendez,Robert,J.,,Jr.,H,NJ,08,,,,,,,,
SB23,C00361758,2C71C1DB9F623B6C942,,,PTY,Michigan Democratic State Central Committee,,,,,,606 Townsend St,,Lansing,MI,48933,O2024,Contribution,2024-09-25,2500.00,,2024 Contribution,011,C00031054,Michigan Democratic State Central Committee,,,,,,,,,,,,,,,,,
SB23,C00361758,AEAD0F638A1341FC56A,,,CCM,Mikie Sherrill For Congress,,,,,,PO Box 43032,,Montclair,NJ,07043,G2024,,2024-09-25,1000.00,,2024 General,011,C00640003,Sherrill,H8NJ11142,Sherrill,Mikie,,,,H,NJ,11,,,,,,,,
SB23,C00361758,2B2E948D49506AED7D2,,,PAC,Milk River PAC,,,,,,PO Box 33079,,Washington,DC,20033,O2024,Contribution,2024-09-18,1000.00,,2024 Contribution,011,C00625558,Milk River PAC,,,,,,,,,,,,,,,,,
SB23,C00361758,012DB00BB41769644A7,,,CCM,Moore For Congress,,,,,,PO Box 16646,,Milwaukee,WI,53216,G2024,,2024-09-18,1000.00,,2024 General,011,C00397505,Moore,H4WI04183,Moore,Gwendolynne,Sophia,,,H,WI,04,,,,,,,,
SB23,C00361758,2B724ED32733894D521,,,PTY,Nevada State Democratic Party,,,,,,2310 Paseo Del Prado,Ste A120,Las Vegas,NV,89102,O2024,Contribution,2024-09-25,2500.00,,2024 Contribution,011,C00208991,Nevada State Democratic Party,,,,,,,,,,,,,,,,,
SB23,C00361758,FF9D2D123A43F4FE133,,,CCM,"Nikema For Congress, Inc",,,,,,PO Box 311913,,Atlanta,GA,31131,G2024,,2024-09-18,1000.00,,2024 General,011,C00752584,Williams,H0GA05301,Williams,Nikema,,,,H,GA,05,,,,,,,,
SB23,C00361758,6D01F6D68E4AFF2A460,,,CCM,Paul Tonko For Congress,,,,,,911 CENTRAL AVENUE,# 221,ALBANY,NY,12206,G2024,,2024-09-18,1000.00,,2024 General,011,C00450049,Tonko,H8NY21203,Tonko,Paul,David,,,H,NY,20,,,,,,,,
SB23,C00361758,VC4CAFD734CC8C4E36B3,,,ORG,Reid Political Consulting LLC,,,,,,216 Woodland Terrace,,Alexandria,VA,22302,G2024,,2024-09-18,500.00,,T-PAC Van Duyne,011,C00714865,Beth Van Duyne For Congress,H0TX24209,Van Duyne,Elizabeth,Ann,,,H,TX,24,,,,,,,,In-Kind
SB23,C00361758,27074F7FEAA2437CF4F,,,CCM,Rick W. Allen For Congress,,,,,,PO Box 338,,Augusta,GA,30903,G2024,,2024-09-25,500.00,,2024 General,011,C00504019,Allen,H2GA12121,Allen,Richard,W.,,,H,GA,12,,,,,,,,
SB23,C00361758,EA7570745774CCB91BA,,,CCM,Russ Fulcher For Idaho,,,,,,PO Box 1375,,Meridian,ID,836801375,G2024,,2024-09-10,1000.00,,2024 General,011,C00648295,Fulcher,H8ID01124,Fulcher,Russell,M.,,,H,ID,01,,,,,,,,
SB23,C00361758,20A9E2501766A0F0B3F,,,CCM,Scholten For Congress,,,,,,PO Box 6233,,Grand Rapids,MI,49516,G2024,,2024-09-25,1000.00,,2024 General,011,C00711317,Scholten,H0MI03316,Scholten,Hillary,,,,H,MI,03,,,,,,,,
SB23,C00361758,F4868372B15FA872B22,,,CCM,Scott Franklin For Congress,,,,,,PO Box 2811,,Lakeland,FL,33806,G2024,,2024-09-10,1500.00,,2024 General,011,C00742247,Franklin,H0FL15104,Franklin,Scott,,,,H,FL,18,,,,,,,,
SB23,C00361758,09FC70A182A5EE5CBD5,,,PAC,Senate Eagle PAC,,,,,,PO Box 50430,,Nashville,TN,37205,O2024,Contribution,2024-09-25,3000.00,,2024 Contribution,011,C00719971,Senate Eagle PAC,,,,,,,,,,,,,,,,,
SB23,C00361758,DDD1056BF3762760B32,,,CCM,Susie Lee For Congress,,,,,,5130 S Fort Apache Rd,Ste 215,Las Vegas,NV,89148,G2024,,2024-09-10,1000.00,,2024 General,011,C00655613,Lee,H6NV04020,Lee,Suzanne,,,,H,NV,03,,,,,,,,
SB23,C00361758,119D498A03DC591C6B1,,,CCM,Tammy Baldwin For Senate,,,,,,PO Box 696,,Madison,WI,53701,G2024,,2024-09-25,2000.00,,2024 General,011,C00326801,Baldwin,S2WI00219,Baldwin,Tammy,S.,,,S,WI,,,,,,,,,
SB23,C00361758,D3B25139D89039AABAA,,,CCM,Ted Budd For Senate,,,,,,PO Box 97127,,Raleigh,NC,276247127,P2028,,2024-09-10,1500.00,,2028 Primary,011,C00614776,Budd,S2NC00505,Budd,Theodore,Paul,,,S,NC,,,,,,,,,
SB23,C00361758,9558C5B026CF53A8A88,,,CCM,Ted Lieu For Congress,,,,,,777 S Figueroa St,Ste 4050,Los Angeles,CA,90017,G2024,,2024-09-10,2500.00,,2024 General,011,C00556506,Lieu,H4CA33119,Lieu,Ted,W.,,,H,CA,36,,,,,,,,
SB23,C00361758,267A81295991446B862,,,CCM,Terri Sewell For Congress,,,,,,PO Box 1964,,Birmingham,AL,35201,G2024,,2024-09-25,1000.00,,2024 General,011,C00458976,Sewell,H0AL07086,Sewell,Terrycina,Andrea,,,H,AL,07,,,,,,,,
SB23,C00361758,6C8977F740B55811DC1,,,PAC,The Madison PAC,,,,,,235 State St,Apt 206,Springfield,MA,01103,O2024,Contribution,2024-09-18,5000.00,,2024 Contribution,011,C00426809,The Madison PAC,,,,,,,,,,,,,,,,,
SB23,C00361758,5D050539E9644EEBFC5,,,CCM,Troy Downing For Congress,,,,,,PO Box 322,,Helena,MT,59624,G2024,,2024-09-25,1000.00,,2024 General,011,C00855288,Downing,H4MT02098,Downing,Troy,,,,H,MT,02,,,,,,,,
SB23,C00361758,4B9FC8591BA6D81A1F1,,,PAC,True North PAC,,,,,,901 N Washington St,Ste 700,Alexandria,VA,22314,O2024,Contribution,2024-09-18,4500.00,,2024 Contribution,011,C00571000,True North PAC,,,,,,,,,,,,,,,,,
SB23,C00361758,ACBF3FF978C015C1801,,,CCM,Virgin Islands For Plaskett,,,,,,PO Box 1006,,Frederiksted,VI,00841,G2024,,2024-09-25,1500.00,,2024 General,011,C00528182,Plaskett,H2VI00082,Plaskett,Stacey,Elizabeth,,,H,VI,01,,,,,,,,
SB23,C00361758,95B24DDB5EB1AD991DF,,,CCM,Vote Baumgartner For Congress,,,,,,PO Box 8508,,Spokane,WA,99203,G2024,,2024-09-10,2000.00,,2024 General,011,C00870758,Baumgartner,H4WA05234,Baumgartner,Michael,James,,,H,WA,05,,,,,,,,
SB23,C00361758,32C3ED1F835DDFC6814,,,CCM,Zinke For Congress,,,,,,704C 13th St E,Ste 260,Whitefish,MT,599372981,G2024,,2024-09-10,1000.00,,2024 General,011,C00778159,Zinke,H4MT01041,Zinke,Ryan,Keith,,,H,MT,01,,,,,,,,
