form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00494997,SB29.8820,,,ORG,Manhattan Mini Storage,,,,,,520 8th Avenue,,New York,NY,10018,,,2023-03-02,690.00,,Storage - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00494997,SB29.8821,,,ORG,Manhattan Mini Storage,,,,,,520 8th Avenue,,New York,NY,10018,,,2023-04-03,690.00,,Storage - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00494997,SB29.8822,,,ORG,Manhattan Mini Storage,,,,,,520 8th Avenue,,New York,NY,10018,,,2023-05-02,690.00,,Storage - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00494997,SB29.8823,,,ORG,Manhattan Mini Storage,,,,,,520 8th Avenue,,New York,NY,10018,,,2023-06-02,690.00,,Storage - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00494997,SB29.8849,,,ORG,Squarespace Inc,,,,,,8 Clarkson Street,,New York,NY,10014,,,2023-02-28,470.34,,Website - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00494997,SB29.8832,,,ORG,Squarespace Inc,,,,,,8 Clarkson Street,,New York,NY,10014,,,2023-03-09,51.00,,Website - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00494997,SB29.8833,,,ORG,Squarespace Inc,,,,,,8 Clarkson Street,,New York,NY,10014,,,2023-04-10,51.00,,Website - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00494997,SB29.8834,,,ORG,Squarespace Inc,,,,,,8 Clarkson Street,,New York,NY,10014,,,2023-05-09,51.00,,Website - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00494997,SB29.8835,,,ORG,Squarespace Inc,,,,,,8 Clarkson Street,,New York,NY,10014,,,2023-06-09,51.00,,Website - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00494997,SB29.8826,,,ORG,Twilio,,,,,,101 Spear Street,,San Francisco,CA,94105,,,2023-03-03,89.95,,Software - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00494997,SB29.8827,,,ORG,Twilio,,,,,,101 Spear Street,,San Francisco,CA,94105,,,2023-04-05,89.95,,Software - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00494997,SB29.8828,,,ORG,Twilio,,,,,,101 Spear Street,,San Francisco,CA,94105,,,2023-05-04,89.95,,Software - IE Only Account,,,,,,,,,,,,,,,,,,,,
SB29,C00494997,SB29.8829,,,ORG,Twilio,,,,,,101 Spear Street,,San Francisco,CA,94105,,,2023-06-06,89.95,,Software - IE Only Account,,,,,,,,,,,,,,,,,,,,
