form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00432260,SB21B.7124,,,ORG,Authorize.NET,,,,,,808 East Utah Valley Dr.,,American Fork,UT,84003,,,2023-06-02,149.90,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.6863,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2023-06-16,-28.35,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.6867,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2023-06-21,-52.17,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.6869,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2023-06-22,-52.17,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.6839,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2023-06-26,-109.18,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.6841,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2023-06-26,-109.18,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.6871,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2023-06-26,-109.18,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.6881,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2023-06-27,-82.63,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.6882,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2023-06-27,-82.63,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.6884,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2023-06-27,-82.63,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.6885,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2023-06-27,-82.63,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.6888,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2023-06-27,-82.63,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.6883,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2023-06-30,-81.83,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.6886,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2023-06-30,-81.83,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.6887,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2023-06-30,-81.83,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.6889,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2023-06-30,-81.83,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.7126,,,ORG,"FatLab, LLC",,,,,,1732 1st Ave.,#24150,New York,NY,10128,,,2023-06-30,780.00,,website maintenance,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.7127,,,ORG,"FatLab, LLC",,,,,,1732 1st Ave.,#24150,New York,NY,10128,,,2023-06-30,390.00,,website maintenance,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.7128,,,ORG,FedEx,,,,,,PO Box 371461,,Pittsburgh,PA,152507461,,,2023-06-06,198.58,,express mail,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.7129,,,ORG,FedEx,,,,,,PO Box 371461,,Pittsburgh,PA,152507461,,,2023-06-13,64.70,,express mail,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.7130,,,ORG,FedEx,,,,,,PO Box 371461,,Pittsburgh,PA,152507461,,,2023-06-20,56.91,,express mail,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.7132,,,ORG,Stripe,,,,,,185 Berry St.,Ste. 550,San Francisco,CA,94107,,,2023-06-01,52.11,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.7138,,,ORG,Stripe,,,,,,185 Berry St.,Ste. 550,San Francisco,CA,94107,,,2023-06-02,2.38,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.7133,,,ORG,Stripe,,,,,,185 Berry St.,Ste. 550,San Francisco,CA,94107,,,2023-06-05,0.04,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.7134,,,ORG,Stripe,,,,,,185 Berry St.,Ste. 550,San Francisco,CA,94107,,,2023-06-08,30.27,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.7135,,,ORG,Stripe,,,,,,185 Berry St.,Ste. 550,San Francisco,CA,94107,,,2023-06-09,33.89,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.7139,,,ORG,Stripe,,,,,,185 Berry St.,Ste. 550,San Francisco,CA,94107,,,2023-06-09,21.37,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.7136,,,ORG,Stripe,,,,,,185 Berry St.,Ste. 550,San Francisco,CA,94107,,,2023-06-14,33.64,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.7140,,,ORG,Stripe,,,,,,185 Berry St.,Ste. 550,San Francisco,CA,94107,,,2023-06-23,3.93,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.7137,,,ORG,Stripe,,,,,,185 Berry St.,Ste. 550,San Francisco,CA,94107,,,2023-06-26,15.55,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.7141,,,ORG,Stripe,,,,,,185 Berry St.,Ste. 550,San Francisco,CA,94107,,,2023-06-30,2.38,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.7131,,,ORG,Truist Bank,,,,,,214 N Tryon St.,,Charlotte,NC,282021078,,,2023-06-30,99.05,,bank fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00432260,SB21B.7125,,,ORG,Truist Merchant Services,,,,,,PO Box 2394,,Omaha,NE,68103,,,2023-06-12,24.95,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
