form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00001636,SB29.73447,,,COM,EFO Yvonne Lopez,,,,,,P.O. Box 283,,Keasby,NJ,08832,G2023,,2023-10-16,500.00,,"NJ Assembly, NJ, 19 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73496,,,COM,Elect Sharon MacDonell,,,,,,P.O. Box 99221,,Troy,MI,48099,P2024,,2023-10-26,250.00,,"House, MI, 56 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73460,,,COM,Erin Mendenhall for Salt Lake City,,,,,,P.O. Box 521385,,Salt Lake City,UT,84152,G2023,,2023-10-16,200.00,,"Salt Lake City Mayoral race, UT",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73462,,,COM,For Ogden,,,,,,4287 Harrison Blvd,#230,Ogden,UT,84403,G2023,,2023-10-16,200.00,,"Ogden City Council, UT, 4 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73438,,,COM,Friend of Kam Buckner,,,,,,P.O. Box 53528,,Chicago,IL,60653,P2024,,2023-10-16,250.00,,"House, IL, 26 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73482,,,COM,Friends for Palmesano,,,,,,P.O. Box 861,,Corning,NY,14830,G2024,,2023-10-19,500.00,,"House, NY, 132 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73444,,,COM,Friends of Anthony Verrelli for Assembly,,,,,,C/o Broad Street Strategy,162 Broad Street,Hightstown,NJ,08520,G2023,,2023-10-16,500.00,,"NJ Assembly, NJ, 15 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73403,,,COM,Friends of Carl Anderton,,,,,,600 South Maryland Avenue,,Delmar,MD,21875,P2026,,2023-10-04,500.00,,"House, MD, 38B",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73407,,,COM,Friends of Christopher (Mike) Griffith,,,,,,P.O. Box 114,,Forest Hill,MD,21050,P2026,,2023-10-04,500.00,,"House, MD, 35A",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73423,,,COM,Friends of Don Harmon,,,,,,6939 W North Avenue,,Oak Park,IL,60302,P2024,,2023-10-10,500.00,,"Senate, IL, 39 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73405,,,COM,Friends of Eric Bouchat,,,,,,5627 Woodbine Road,,Woodbine,MD,21797,P2026,,2023-10-04,500.00,,"House, MD, 5",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73428,,,COM,Friends of Eva Dina Delgado,,,,,,405 W. Superior St.,Suite 703,Chicago,IL,60654,P2024,,2023-10-10,250.00,,"House, IL, 3 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73470,,,COM,Friends of Jordan Wheeler,,,,,,19 Tecumseh Drive,,Chillicothe,OH,45601,G2023,,2023-10-19,300.00,,"Ross County Clerk of Courts, OH, 92 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73427,,,COM,Friends of Lakesia,,,,,,1501 N. Clybourn Ave.,Unit D,Chicago,IL,60610,P2024,,2023-10-10,250.00,,"Senate, IL, 5 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73472,,,COM,Friends of Matt Hanson,,,,,,P.O. Box 1101,,Aurora,IL,60507,P2024,,2023-10-19,500.00,,"House, IL, 83 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73439,,,COM,Friends of Ram,,,,,,P.O. Box 598085,,Chicago,IL,60659,P2024,,2023-10-16,250.00,,"Senate, IL, 8 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73399,,,COM,Friends of Ric Metzgar Sr,,,,,,532 Dorsey Avenue,,Essex,MD,21221,P2026,,2023-10-04,500.00,,"House, MD, 6",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73426,,,COM,Friends of Suzy Glowiak,,,,,,P.o. Box 3454,,Oak Brook,IL,60522,P2024,,2023-10-10,250.00,,"Senate, IL, 23 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73401,,,COM,Friends of Todd Morgan,,,,,,46536 Millstone Landing Road,,Lexington Park,MD,20653,P2026,,2023-10-04,500.00,,"House, MD, 29C",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73421,,,COM,Houlihan Campaign Fund,,,,,,2409 Country Club Drive,,Springfield,IL,62704,P2024,,2023-10-10,250.00,,"State Central Committe Person, IL",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73480,,,PAC,Indiana AFL-CIO- Education Fund,,,,,,2917 Roosevelt Ave.,,Indianapolis,IN,46218,G2023,,2023-10-19,1000.00,,"Political Education Fund, IN",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73507,,,PTY,Iowa Democratic Party,,,,,,5661 Fleur Drive,,Des Moines,IA,50321,,,2023-10-30,50.00,,Iowa Democratic Party,,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73509,,,COM,Iowans for Cooling,,,,,,5512 Mayfair Street Sw,,Cedar Rapids,IA,52404,G2025,,2023-10-30,250.00,,"House, IA, 77 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73452,,,COM,John F. McKeon for Senate,,,,,,62 Forest Dr. Apt. A,,Springfield,NJ,07081,G2023,,2023-10-16,500.00,,"NJ Sate Senate, NJ, 27 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73425,,,COM,Joyce for Senate,,,,,,P.O. Box 131,,Essex,IL,60935,P2024,,2023-10-10,200.00,,"Senate, IL, 40 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73494,,,COM,Karen Greenhalgh for Delegate,,,,,,P.O. Box 26945,,Virginia Beach,VA,23466,P2023,,2023-10-26,500.00,,"House, VA, 97 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73495,,,COM,Kevin Adams for Senate,,,,,,833 Brighton Ct,,Virginia Beach,VA,23464,P2023,,2023-10-26,500.00,,"Senate, VA, 22 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73478,,,COM,Klinker for State Representative,,,,,,633 Kossuth St.,,Lafayette,IN,47905,G2024,,2023-10-19,250.00,,"House, IN, 27 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73446,,,COM,Lagana for Senate,,,,,,"C/o H & P Consulting, LLC","12 North State Route 17, Suite 320",Paramus,NJ,07652,G2023,,2023-10-16,500.00,,"NJ State Senate, NJ, 38 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73432,,,CAN,,McGinn,Carolyn,,,,P.O. Box A,,Sedgwick,KS,67135,P2024,,2023-10-10,1000.00,,"Senate, KS, 31 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73473,,,COM,Melton for Mayor of Gary,,,,,,1123 N. Wayne St.,,Gary,IN,46403,G2023,,2023-10-19,300.00,,"Mayor of Gary, IN",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73409,,,PAC,Middle of the Road PAC,,,,,,P.O. Box 4504,,Overland Park,KS,66204,,,2023-10-04,10000.00,,Middle of the Road PAC,,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73454,,,PTY,MN DFL State Central Committee,,,,,,225 E Plato Blvd.,,St. Paul,MN,55107,G2023,,2023-10-16,2500.00,,"DFL Party, MN",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73396,,,COM,Nassau County Democratic Committee,,,,,,100 Garden City Plaza,Suite 115,Garden City,NY,11520,,,2023-10-04,5000.00,,"Committee Chairman, Nassau County, NY",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73456,,,PTY,ND Dem NPL,,,,,,Attn Cheryl Biller,P.O. Box 9946,Fargo,ND,58106,G2023,,2023-10-16,1500.00,,ND Democratic Party,,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73481,,,PTY,ND Dem NPL,,,,,,Attn Cheryl Biller,P.O. Box 9946,Fargo,ND,58106,,,2023-10-19,1500.00,,ND Democratic Party,,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73415,,,COM,Neighbors For Hoan,,,,,,P.O. Box 408158,,Chicago,IL,60640,P2024,,2023-10-10,100.00,,"House, IL, 13 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73491,,,COM,Nicholas Mitchel for South Salt Lake,,,,,,3440 south 500 east,Apt #5,South Salt Lake,UT,84106,G2023,,2023-10-23,200.00,,"South Salt Lake City Council, UT, 4 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73440,,,COM,Parker Space for Senate,,,,,,P.O. Box 263,,Sussex,NJ,07461,G2023,,2023-10-16,300.00,,"NJ State Senate, NJ, 24 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73410,,,COM,Peters for Illinois,,,,,,P.O. Box 15118,,Chicago,IL,60659,P2024,,2023-10-10,500.00,,"Senate, IL, 13 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73419,,,COM,Rashid for Illinois,,,,,,P.O. Box 657,,Summit,IL,60501,P2024,,2023-10-10,150.00,,"House, IL, 21 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73502,,,COM,Rick Townsend for Georgia,,,,,,P.O. Box 20514,,St. Simons Island,GA,31522,P2024,,2023-10-26,200.00,,"House, GA, 179 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73417,,,ORG,Schaumburg Area Democrats,,,,,,P.O. Box 957752,,Hoffman Estates,IL,60195,,,2023-10-10,150.00,,"Schaumburg Area Democratic Org, IL",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73424,,,COM,Stadelman for State Senate,,,,,,P.O. Box 1551,,Rockford,IL,61110,P2024,,2023-10-10,500.00,,"Senate, IL, 34 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73483,,,COM,Steuben County Democratic Committee,,,,,,12 Mays Ave,,Hornell,NY,14843,G2023,,2023-10-19,800.00,,"Steuben County Democratic Committee, NY, 132 dst",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73397,,,COM,Suffolk County Democratic Committee,,,,,,1461 Lakeland Ave,Ste 3,Bohemia,NY,11716,,,2023-10-04,7000.00,,"Committee Chairman, Suffolk County, NY",,,,,,,,,,,,,,,,,,,,
SB29,C00001636,SB29.73463,,,COM,Suffolk County Democratic Committee,,,,,,1461 Lakeland Ave,Ste 3,Bohemia,NY,11716,,,2023-10-16,6000.00,,"Committee Chairman, Suffolk County, NY",,,,,,,,,,,,,,,,,,,,
