form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00481309,SB29.17793,,,CCM,Deters for Ohios Future,,,,,,9923 Beech Drive,,Cincinnati,OH,45231,G2024,,2024-10-16,5000.00,,Non-Federal Campaign Contribution,,,Deters for Ohios Future,,Deters,Joe,,,,,,,,,,,,,,
SB29,C00481309,SB29.17775,,,CCM,Friends of Adam Mathews,,,,,,4679 Winterset Drive,,Columbus,OH,43220,G2024,,2024-10-03,1000.00,,Non-Federal Campaign Contribution,,,Friends of Adam Mathews,,Mathews,Adam,,,,,,,,,,,,,,
SB29,C00481309,SB29.17764,,,CCM,Friends of Andrea White,,,,,,4679 Winterset Drive,,Columbus,OH,43215,G2024,,2024-10-03,1000.00,,Non-Federal Campaign Contribution,,,Friends of Andrea White,,White,Andrea,,,,,,,,,,,,,,
SB29,C00481309,SB29.17788,,,CCM,Friends of Bill Reineke,,,,,,4679 Winterset Drive,,Columbus,OH,43220,G2024,,2024-10-14,500.00,,Non-Federal Campaign Contribution,,,Friends of Bill Reineke,,Reineke,Bill,,,,,,,,,,,,,,
SB29,C00481309,SB29.17765,,,CCM,Friends of Brian Stewart,,,,,,15075 Home Court,,Ashville,OH,43103,G2024,,2024-10-03,1000.00,,Non-Federal Campaign Contribution,,,Friends of Brian Stewart,,Stewart,Brian,,,,,,,,,,,,,,
SB29,C00481309,SB29.17728,,,CCM,Friends of Bride Rose Sweeney,,,,,,23993 Fairlawn Drive,,North Olmsted,OH,44070,G2024,,2024-10-03,2000.00,,Non-Federal Campaign Contribution,,,Friends of Bride Rose Sweeney,,Sweeney,Bride,Rose,,,,,,,,,,,,,
SB29,C00481309,SB29.17783,,,CCM,Friends of George Lang,,,,,,7727 Foxboro Drive,,West Chester,OH,45069,G2024,,2024-10-14,1000.00,,Non-Federal Campaign Contribution,,,Friends of George Lang,,Lang,George,,,,,,,,,,,,,,
SB29,C00481309,SB29.17738,,,CCM,Friends of Jerry Cirino,,,,,,8075 North Orchard Road,,Concord,OH,44077,G2024,,2024-10-03,5000.00,,Non-Federal Campaign Contribution,,,Friends of Jerry Cirino,,Cirino,Jerry,,,,,,,,,,,,,,
SB29,C00481309,SB29.17735,,,CCM,Friends of Joe Miller,,,,,,433 Northpointe Blvd.,,Amherst,OH,44001,G2024,,2024-10-03,1000.00,,Non-Federal Campaign Contribution,,,Friends of Joe Miller,,Miller,Joe,,,,,,,,,,,,,,
SB29,C00481309,SB29.17741,,,CCM,Friends of Justin Pizzulli,,,,,,150 Napoleon Ave.,,Franklin Furnace,OH,45629,G2024,,2024-10-03,1000.00,,Non-Federal Campaign Contribution,,,Friends of Justin Pizzulli,,Pizzulli,Justin,,,,,,,,,,,,,,
SB29,C00481309,SB29.17732,,,CCM,Friends of Michele Grim,,,,,,2937 E. Lincolnshire Blvd,,Toledo,OH,43606,G2024,,2024-10-03,1000.00,,Non-Federal Campaign Contribution,,,Friends of Michele Grim,,Grim,Michele,,,,,,,,,,,,,,
SB29,C00481309,SB29.17754,,,CCM,Friends of Nick Santucci,,,,,,1527 N. Carnegie Ave.,,Niles,OH,44446,G2024,,2024-10-03,1000.00,,Non-Federal Campaign Contribution,,,Friends of Nick Santucci,,Santucci,Nick,,,,,,,,,,,,,,
SB29,C00481309,SB29.17792,,,CCM,Friends of Susan Manchester,,,,,,2168 Sutter Parkway,,Dublin,OH,43016,G2024,,2024-10-14,500.00,,Non-Federal Campaign Contribution,,,Friends of Susan Manchester,,Manchester,Susan,,,,,,,,,,,,,,
SB29,C00481309,SB29.17779,,,CCM,Hackett for Ohio,,,,,,2050 Palouse Drive,,London,OH,43140,O2024,N/A,2024-10-14,500.00,,Non-Federal Campaign Contribution,,,Hackett for Ohio,,Hackett,Bob,,,,,,,,,,,,,,
SB29,C00481309,SB29.17796,,,CCM,Hawkins for Ohio,,,,,,12070 Stone Point Ct.,,Loveland,OH,45140,G2024,,2024-10-16,5000.00,,Non-Federal Campaign Contribution,,,Hawkins for Ohio,,Hawkins,Dan,,,,,,,,,,,,,,
SB29,C00481309,SB29.17776,,,CCM,Matt Huffman for Ohio,,,,,,4679 Winterset Drive,,Columbus,OH,43220,G2024,,2024-10-03,5000.00,,Non-Federal Campaign Contribution,,,Matt Huffman for Ohio,,Huffman,Matt,,,,,,,,,,,,,,
SB29,C00481309,SB29.17772,,,CCM,Monica Robb Blasdel for State Representative,,,,,,240 Aberdeen Court,,Columbiana,OH,44408,G2024,,2024-10-03,1000.00,,Non-Federal Campaign Contribution,,,Monica Robb Blasdel for State Representative,,Blasdel,Monica,Robb,,,,,,,,,,,,,
SB29,C00481309,SB29.17757,,,CCM,Oelslager for Ohio,,,,,,6706 Lake Cable Avenue NW,,North Canton,OH,44720,G2024,,2024-10-03,1000.00,,Non-Federal Campaign Contribution,,,Oelslager for Ohio,,Oelslager,Scott,,,,,,,,,,,,,,
SB29,C00481309,SB29.17777,,,CCM,Plummer for Ohio,,,,,,4679 Winterset Drive,,Columbus,OH,43220,G2024,,2024-10-03,2500.00,,Non-Federal Campaign Contribution,,,Plummer for Ohio,,Plummer,Phil,,,,,,,,,,,,,,
SB29,C00481309,SB29.17778,,,COM,Republican Senate Campaign Committee,,,,,,4679 Winterset Drive,,Columbus,OH,43220,O2024,N/A,2024-10-14,5000.00,,Contribution to Ohio Senate Caucus Committee,,,N/A,,,,,,,,,,,,,,,,,
SB29,C00481309,SB29.17787,,,CCM,Romanchuk for Ohio,,,,,,4679 Winterset Drive,,Columbus,OH,43220,G2024,,2024-10-14,500.00,,Non-Federal Campaign Contribution,,,Romanchuk for Ohio,,Romanchuk,Mark,,,,,,,,,,,,,,
SB29,C00481309,SB29.17799,,,CCM,Shanahan for Ohio,,,,,,P.O. Box 9650,,Cincinnati,OH,45209,G2024,,2024-10-16,5000.00,,Non-Federal Campaign Contribution,,,Shanahan for Ohio,,Shanahan,Megan,,,,,,,,,,,,,,
SB29,C00481309,SB29.17760,,,CCM,Stephens for Ohio,,,,,,4679 Winterset Drive,,Columbus,OH,43220,G2024,,2024-10-03,3500.00,,Non-Federal Campaign Contribution,,,Stephens for Ohio,,Stephens,Jason,,,,,,,,,,,,,,
SB29,C00481309,SB29.17744,,,CCM,Tim Barhorst for Ohio,,,,,,4679 Winterset Drive,,Columbus,OH,43220,G2024,,2024-10-03,1000.00,,Non-Federal Campaign Contribution,,,Tim Barhorst for Ohio,,Barhorst,Tim,,,,,,,,,,,,,,
SB29,C00481309,SB29.17747,,,CCM,Willis for Ohio,,,,,,2222 Ballentine Pike,,Springfield,OH,45502,G2024,,2024-10-03,1000.00,,Non-Federal Campaign Contribution,,,Willis for Ohio,,Willis,Bernard,,,,,,,,,,,,,,
SB29,C00481309,SB29.17758,,,CCM,Young for Ohio,,,,,,1121 Cedar Creek Circle,,Dayton,OH,45459,G2024,,2024-10-03,1000.00,,Non-Federal Campaign Contribution,,,Young for Ohio,,Young,Tom,,,,,,,,,,,,,,
