form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB21B,C00487470,SB21B.14805,,,ORG,Authorize.NET,,,,,,808 East Utah Valley Dr.,,American Fork,UT,84003,,,2024-10-03,84.95,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.13263,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-10-07,-166.25,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.13271,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-10-09,-154.84,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.13321,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-10-10,-96.65,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.13323,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-10-10,-96.65,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.13282,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-10-12,-166.25,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.13303,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-10-14,-166.25,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.13306,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-10-14,-154.84,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.13309,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-10-15,-166.25,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.13312,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-10-15,-166.25,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.13316,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-10-16,-459.42,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.13339,,,ORG,Club for Growth,,,,,,2001 L ST NW STE 600,,Washington,DC,20036,,,2024-10-16,-154.84,,pull from advance for I.E. Line 24,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.14816,,,ORG,DONOR BUREAU,,,,,,1900 Reston Metro Plaza,,Reston,VA,20190,,,2024-10-14,108.00,,digital prospecting,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.14819,,,ORG,"IMGE, LLC",,,,,,108 SOUTH WASHINGTON ST.,2ND FLOOR,Alexandria,VA,22314,,,2024-10-07,90.15,,digital prospecting,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.14834,,,ORG,"IMGE, LLC",,,,,,108 SOUTH WASHINGTON ST.,2ND FLOOR,Alexandria,VA,22314,,,2024-10-08,500.00,,digital prospecting,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.14820,,,ORG,"IMGE, LLC",,,,,,108 SOUTH WASHINGTON ST.,2ND FLOOR,Alexandria,VA,22314,,,2024-10-14,399.50,,digital prospecting,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.14835,,,ORG,"IMGE, LLC",,,,,,108 SOUTH WASHINGTON ST.,2ND FLOOR,Alexandria,VA,22314,,,2024-10-15,19772.85,,digital prospecting,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.14822,,,ORG,O2M Digital,,,,,,PO Box 7881,,Loveland,CO,80537,,,2024-10-07,443.06,,digital prospecting,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.14823,,,ORG,POPACTA,,,,,,PO Box 7865,,Loveland,CO,80537,,,2024-10-07,391.83,,digital prospecting,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.14824,,,ORG,POPACTA,,,,,,PO Box 7865,,Loveland,CO,80537,,,2024-10-14,86.45,,digital prospecting,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.14827,,,ORG,Right Country Lists,,,,,,117 N Saint Asaph St.,,Alexandria,VA,22314,,,2024-10-07,2117.81,,digital prospecting,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.14828,,,ORG,Right Country Lists,,,,,,117 N Saint Asaph St.,,Alexandria,VA,22314,,,2024-10-14,6454.49,,digital prospecting,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.14829,,,ORG,ROC,,,,,,1201 Wilson Blvd.,,Arlington,VA,22209,,,2024-10-07,4964.18,,digital prospecting,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.14830,,,ORG,ROC,,,,,,1201 Wilson Blvd.,,Arlington,VA,22209,,,2024-10-14,183.93,,digital prospecting,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.14831,,,ORG,Rusty Dog Marketing,,,,,,1750 Tysons Blvd,15th floor,McLen,VA,22102,,,2024-10-07,89.63,,digital prospecting,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.14808,,,ORG,Stripe,,,,,,185 BERRY ST.,STE 550,SAN FRANCISCO,CA,94107,,,2024-10-04,847.37,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.14809,,,ORG,Stripe,,,,,,185 BERRY ST.,STE 550,SAN FRANCISCO,CA,94107,,,2024-10-04,41.96,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.14810,,,ORG,Stripe,,,,,,185 BERRY ST.,STE 550,SAN FRANCISCO,CA,94107,,,2024-10-04,2198.88,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.14806,,,ORG,Stripe,,,,,,185 BERRY ST.,STE 550,SAN FRANCISCO,CA,94107,,,2024-10-11,754.47,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.14807,,,ORG,Stripe,,,,,,185 BERRY ST.,STE 550,SAN FRANCISCO,CA,94107,,,2024-10-11,1485.00,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.14811,,,ORG,Stripe,,,,,,185 BERRY ST.,STE 550,SAN FRANCISCO,CA,94107,,,2024-10-11,1674.29,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.14812,,,ORG,Stripe,,,,,,185 BERRY ST.,STE 550,SAN FRANCISCO,CA,94107,,,2024-10-11,25.48,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.14837,,,ORG,"THE WHILLIER GROUP, INC.",,,,,,1099 Marlebone Ct.,,Indian Trail,NC,28709,,,2024-10-06,10000.00,,fundraising consulting,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.14832,,,ORG,TMA,,,,,,2311 Wilson Blvd. Floor 2,,Arlington,VA,22201,,,2024-10-07,1485.74,,digital prospecting,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.14833,,,ORG,TMA,,,,,,2311 Wilson Blvd. Floor 2,,Arlington,VA,22201,,,2024-10-14,3134.57,,digital prospecting,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.14813,,,ORG,Truist Merchant Services,,,,,,PO Box 2394,,Omaha,NE,68103,,,2024-10-10,54.90,,credit card processing fees,,,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.14817,,,COM,WINRED,,,,,,PO BOX 9891,,ARLINGTON,VA,22219,,,2024-10-07,483.14,,digital prospecting,,C00694323,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.14825,,,COM,WINRED,,,,,,PO BOX 9891,,ARLINGTON,VA,22219,,,2024-10-07,194.27,,digital prospecting,,C00694323,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.14818,,,COM,WINRED,,,,,,PO BOX 9891,,ARLINGTON,VA,22219,,,2024-10-14,654.50,,digital prospecting,,C00694323,,,,,,,,,,,,,,,,,,
SB21B,C00487470,SB21B.14826,,,COM,WINRED,,,,,,PO BOX 9891,,ARLINGTON,VA,22219,,,2024-10-14,5.06,,digital prospecting,,C00694323,,,,,,,,,,,,,,,,,,
