form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB29,C00125534,SB29.8148,,,CCM,Deeley 15,,,,,,PO BOX 22535,,PHILADELPHIA,PA,19102,,,2023-08-15,500.00,,Lisa Deeley; Philadelphia City Commissioner,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8208,,,CCM,Deeley 15,,,,,,PO BOX 22535,,PHILADELPHIA,PA,19102,,,2023-11-28,2500.00,,Lisa Deeley; Philadelphia City Commissioner,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8112,,,CCM,Democratic Campaign Committee of Philadelphia,,,,,,219 Spring Garden Street,,Philadelphia,PA,19123,,,2023-08-15,1000.00,,Fundraiser,003,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8130,,,CCM,Democratic Campaign Committee of Philadelphia,,,,,,219 Spring Garden Street,,Philadelphia,PA,19123,,,2023-10-17,1500.00,,Fundraiser,003,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8113,,,COM,Deptford Democrat Club,,,,,,120 Woodvale Lane,,Wenonah,NJ,08090,,,2023-08-15,1000.00,,Fundraiser,003,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8185,,,COM,Dillon for State Senate,,,,,,P.O. Box 63136,,Philadelphia,PA,19154,,,2023-09-25,2500.00,,Jimmy Dillon; PA State senator for 5th district,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8224,,,COM,Dillon for State Senate,,,,,,P.O. Box 63136,,Philadelphia,PA,19154,,,2023-12-12,2500.00,,Jimmy Dillon; PA state senator for 5th district,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8197,,,COM,Driscoll for Council,,,,,,P.O. Box 63317,,Philadelphia,PA,19114,,,2023-10-17,12600.00,,Mike Driscoll; Philadelphia City Council for 6th district,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8151,,,CCM,EFO JIM BEACH FOR SENATE,,,,,,2240-15 ROUTE 70 WEST,,CHERRY HILL,NJ,08002,,,2023-08-15,2000.00,,Jim Beach; NJ senator for 6th district,011,,,,,,,,,S,NJ,06,,,,,,,,
SB29,C00125534,SB29.8144,,,CCM,EFO SENATOR NILSA CRUZ-PEREZ,,,,,,PO BOX 1003,,CAMDEN,NJ,08101,,,2023-07-18,500.00,,Nilsa Cruz-Perez; NJ senator for 5th district,011,,,,,,,,,S,NJ,05,,,,,,,,
SB29,C00125534,SB29.8195,,,CCM,EFO SENATOR NILSA CRUZ-PEREZ,,,,,,PO BOX 1003,,CAMDEN,NJ,08101,,,2023-10-17,750.00,,Nilsa Cruz-Perez; NJ senator for 5th district,011,,,,,,,,,S,NJ,05,,,,,,,,
SB29,C00125534,SB29.8164,,,CCM,FRIENDS OF BOB HARVIE,,,,,,346 STRATTON COURT,,LANGHORNE,PA,19047,,,2023-08-29,500.00,,Bob Harvie; Bucks County Commissioner,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8198,,,COM,Friends of Brian J. McGinnis,,,,,,122 W. Barnard Street,,West Chester,PA,19382,,,2023-10-17,1000.00,,Brian McGinnis; West Chester Borough Council,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8190,,,COM,Friends of Erin Mullen,,,,,,128 Independence Drive,,Morrisville,PA,19067,,,2023-09-26,500.00,,Erin Mullen; Falls Township Board of Supervisors,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8220,,,COM,Friends of Frank Farry,,,,,,P.O. Box 412,,Harrisburg,PA,17108,,,2023-12-12,1000.00,,Frank Farry; PA state senator for 6th district,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8150,,,COM,Friends of Gary Masino,,,,,,121 South Broad Street,,Philadelphia,PA,19107,,,2023-08-15,2500.00,,Gary Masino; Philadelphia City Council for 10th district,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8173,,,COM,Friends of Gary Masino,,,,,,121 South Broad Street,,Philadelphia,PA,19107,,,2023-09-12,3100.00,,Gary Masino; Philadelphia City Council for 10th district,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8192,,,COM,Friends of Gary Masino,,,,,,121 South Broad Street,,Philadelphia,PA,19107,,,2023-10-17,5000.00,,Gary Masino; Philadelphia City Council for 10th district,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8159,,,COM,Friends of Jack Stollsteimer,,,,,,P.O. Box 373,,Wallingford,PA,19086,,,2023-08-29,500.00,,Jack Stollsteimer; Delaware County District Attorney,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8162,,,CCM,Friends of Jason Salus,,,,,,P.O. Box 1214,,Norristown,PA,19404,,,2023-08-29,250.00,,Jason Salus; Montgomery County treasurer,005,,,,,,,,,,PA,,,,,,,,,
SB29,C00125534,SB29.8154,,,COM,Friends of Joanna McClinton,,,,,,P.O. Box 16668,,Philadelphia,PA,19114,,,2023-08-15,150.00,,Joanna McClinton; PA state representative for 191st district,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8186,,,COM,Friends of Joanna McClinton,,,,,,P.O. Box 16668,,Philadelphia,PA,19114,,,2023-09-25,1000.00,,Joanna McClinton; PA state representative for 191st district,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8209,,,COM,Friends of Ken Kraft,,,,,,2030 Chester Road,,Bethlehem,PA,18017,,,2023-11-28,500.00,,Ken Kraft; Northampton County Commissioner District 1,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8143,,,CCM,FRIENDS OF MARTINA WHITE,,,,,,PO BOX 16041,,PHILADELPHIA,PA,19114,,,2023-07-12,500.00,,Martina White; PA state representative for 170th district,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8152,,,COM,Friends of Martin for Mayor,,,,,,3 Switlik Road,,Hamilton,NJ,08690,,,2023-08-15,2000.00,,Jeff Martin; Hamilton NJ mayor,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8168,,,CCM,FRIENDS OF MELISSA WELLS,,,,,,PO BOX 22794,,BALTIMORE,MD,21233,,,2023-09-12,1000.00,,Melissa Wells; MD House of Delegates for the 40th district,011,,,,,,,,,H,MD,,,,,,,,,
SB29,C00125534,SB29.8202,,,COM,Friends of Sean Kilkenny,,,,,,715 Washington Lane,,Jenkintown,PA,19046,,,2023-10-18,1000.00,,Sean Kilkenny; Sheriff of Montgomery County,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8207,,,CCM,FRIENDS OF SHARIF STREET,,,,,,PO BOX 28854,,PHILADELPHIA,PA,19151,,,2023-11-28,1000.00,,Sharif Street; PA state senator for 3rd district,011,,,,,,,,,,PA,,,,,,,,,
SB29,C00125534,SB29.8218,,,COM,Friends of Tim Brennan,,,,,,102 Shewell Avenue,,Doylestown,PA,18901,,,2023-12-12,1000.00,,Tim Brennan; PA state representative for 29th district,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8158,,,CCM,Friends of Tina Davis,,,,,,505 Grant Avenue,,Croydon,PA,19021,,,2023-08-29,2500.00,,Tina Davis; PA State representative for 141st district,011,,,,,,,,,,PA,,,,,,,,,
SB29,C00125534,SB29.8178,,,CCM,Friends to Elect Christine M. Tartaglione,,,,,,P.O. Box 28566,,Philadelphia,PA,19149,,,2023-09-25,5000.00,,Christine M. Tartaglione; PA State Senator for 2nd district,011,,,,,,,,,,PA,,,,,,,,,
SB29,C00125534,SB29.8193,,,COM,Friends to Elect Matt Wolf,,,,,,P.O. Box 15124,,Philadelphia,PA,19130,,,2023-10-17,2500.00,,Matt Wolf; Commonwealth of PA Court judge,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8114,,,COM,Gloucester County Democratic Committee,,,,,,27 South Broad Street,,Woodbury,NJ,08096,,,2023-08-15,4400.00,,Fundraiser,003,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8140,,,PAC,Gloucester County Democratic Committee,,,,,,27 South Broad Street,,Woodbury,NJ,08096,,,2023-12-12,2000.00,,Fundraiser,003,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8176,,,COM,Harrity for Council,,,,,,722 E. Willard Street,,Philadelphia,PA,19134,,,2023-09-25,1250.00,,Jimmy Harrity; City of Philadelphia Council-at-Large,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8167,,,COM,Hasher for City Council at Large,,,,,,3301 Disston Street,,Philadelphia,PA,19149,,,2023-09-07,5000.00,,Jim Hasher; City of Philadelphia Council-at-Large,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8196,,,COM,Hasher for City Council at Large,,,,,,3301 Disston Street,,Philadelphia,PA,19149,,,2023-10-17,10000.00,,Jim Hasher; Philadelphia Council-at-Large,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8222,,,COM,Jack for AG,,,,,,P.O. Box 22611,,Philadelphia,PA,19154,,,2023-12-12,5000.00,,Jack Stollsteimer; PA attorney general,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8149,,,COM,Josh Maxwell for Chester County,,,,,,P.O. Box 701,,Downingtown,PA,19335,,,2023-08-15,500.00,,Josh Maxwell; Chester County Commissioner,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8180,,,COM,Judge Lane for Superior Court,,,,,,P.O Box 2875,,Bala Cynwyd,PA,19004,,,2023-09-25,2500.00,,Tamika Lane; PA Superior Court,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8189,,,CCM,KANE FOR SENATE,,,,,,209 HARDING AVENUE,,HAVERTOWN,PA,19083,,,2023-09-25,5000.00,,John Kane; PA State senator for 9th district,011,,,,,,,,,,PA,,,,,,,,,
SB29,C00125534,SB29.8126,,,COM,Labor PAC AFL-CIO,,,,,,3031 Walton Road,,Plymouth Meeting,PA,19462,,,2023-09-25,750.00,,Fundraiser,003,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8204,,,COM,Matt for Judge,,,,,,138 East Road,,Doylestown,PA,18901,,,2023-10-26,1000.00,,Matt Weintraub; Bucks County Court of Common Pleas Judge,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8156,,,COM,McCaffrey for Supreme Court,,,,,,1518 Walnut Street,,Philadelphia,PA,19102,,,2023-08-29,5000.00,,Daniel McCaffrey; PA Supreme Court Judge,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8179,,,COM,McCaffrey for Supreme Court,,,,,,"305 Prospect Avenue, Unit 311",,Bethlehem,PA,18018,,,2023-09-25,20000.00,,Daniel McCaffrey; PA Supreme Court Judge,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8187,,,COM,McCaffrey for Supreme Court,,,,,,"305 Prospect Avenue, Unit 311",,Bethlehem,PA,18018,,,2023-09-25,2500.00,,Daniel McCaffrey; PA Supreme Court Judge,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8211,,,PAC,MCNEILL FOR PA,,,,,,3163 N. FRONT STREET,,WHITEHALL,PA,18052,,,2023-11-28,500.00,,Jeanne McNeill; PA state representative for 133rd district,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8138,,,CCM,Montgomery County Democratic Committee,,,,,,P.O. Box 857,,Norristown,PA,19404,,,2023-10-24,1000.00,,Fundraiser,003,C00323253,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8142,,,COM,Moriarty for Senate,,,,,,P.O. Box 1368,,Blackwood,NJ,08012,,,2023-07-12,2000.00,,Paul Moriarty; NJ senator for 4th district,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8165,,,COM,Murt for DJ,,,,,,3728 Meyer Lane,,Hatboro,PA,19040,,,2023-08-29,500.00,,Tom Murt; Magisterial district judge,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8131,,,COM,PA First,,,,,,346 Stratton Court,,Langhorne,PA,19047,,,2023-10-17,2500.00,,Fundraiser,003,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8174,,,COM,Parents Not Politicians,,,,,,486 Westwood Drive,,West Deptford,NJ,08096,,,2023-09-25,500.00,,"Matt Dechen, Dan Grazioli, and Lindsey Krautwald; West Deptford Board of Education",011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8124,,,COM,Rancocas Valley Democrats,,,,,,P.O. Box 502,,Mount Holly,NJ,08060,,,2023-09-12,500.00,,Fundraiser,003,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8155,,,CCM,SHAPIRO FOR PENNSYLVANIA,,,,,,PO BOX 22635,,PHILADELPHIA,PA,19110,,,2023-08-15,3000.00,,Josh Shapiro; PA governor,011,,,,,,,,,,PA,,,,,,,,,
SB29,C00125534,SB29.8214,,,COM,Steve Sweeney for Governor,,,,,,P.O. Box 364,,Wenonah,NJ,08090,,,2023-12-12,4900.00,,Steve Sweeney; NJ governor,011,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8134,,,COM,The Betterment of Washington Township,,,,,,10 Schneider Court,,Sewell,NJ,08080,,,2023-10-26,1000.00,,Fundraiser,003,,,,,,,,,,,,,,,,,,,
SB29,C00125534,SB29.8145,,,CCM,WAYNE P. DEANGELO FOR ASSEMBLY,,,,,,105 LIMEWOOD DRIVE,,HAMILTON,NJ,08690,,,2023-07-18,1000.00,,Wayne P. DeAngelo; NJ Assemblyman for 14th district,011,,,,,,,,,,NJ,14,,,,,,,,
SB29,C00125534,SB29.8183,,,COM,Wolfe for Mayor,,,,,,P.O. Box 104,,Williamstown,NJ,08094,,,2023-09-25,1000.00,,Greg Wolfe; Monroe Township mayor,011,,,,,,,,,,,,,,,,,,,
